tag,词性,oldtag2count,oldexttag2count,newtag2cout,newtitleexttag2count,newdescexttag2count,classifer,entropy,entropyv2,remove
炒股操作,炒股/v(动词) 操作/v(动词),55.0,1.0,91.0,10.543689409337473,1.0,0.014046501000000001,0.8161496840383473,0.2892193680530803,1
兴趣部落,兴趣/n(名词) 部落/n(名词),321.0,1983.0,931.0,1087.0,1983.0,0.41030638799999997,6.03660481850472,5.70154116985228,0
增值税票,增值税/n(名词) 票/n(名词),136.0,650.0,32.0,22.0,47.0,0.074008632,2.8243805404749,2.19722457733622,1
柱塞阀,柱塞阀/n(名词),70.0,37.0,7.0,-13.180632885201307,5.0,0.035611773,0.5973353190230849,0.025561063944684805,1
流川枫,流川枫/nr(其他),258.0,215.0,251.0,29.0,7.0,0.082002638,3.7153297189053798,2.06888464582756,0
e18时时彩,e18/nx(其他) 时时/d(副词) 彩/Ng(其他),166.0,13.0,285.15226181298016,-228.27039473840026,-158.49644553863985,0.090780554,0.612125959221389,0.13123827611128736,1
美元英镑,美元/n(名词) 英镑/n(名词),59.0,30.0,41.0,3.0,4.0,0.049525755,1.05492016798614,1.05492016798614,1
穿越火线,穿/v(动词) /n(名词) 越/j(简称) /n(名词) 火/n(名词) /n(名词) 线/n(名词),63.0,30.0,189.0,93.0,90.0,0.23812966600000002,0.4429252079770179,0.0,1
北京信用卡,北京/ns(地名) 信用卡/n(名词),177.0,414.0,56.0,247.0,61.0,0.011359208999999999,3.7997776760720896,2.9295989957053594,0
吉利俱乐部,吉利/n(名词) 俱乐部/n(名词),56.0,33.0,2.9926565631030098,2.0,2.0,0.249134503,0.0,0.0,1
酷,酷/Ag(其他),454.0,,381.0,1107.767222581781,201.54276294480562,0.1447183859220023,2.639016248318231,1.1588142341652534,1
哈尔滨,哈尔滨/ns(地名),1003.0,26797.0,2176.0,15867.0,9684.0,0.08091938234566763,7.23758712154501,7.25220564657349,0
秀舞,秀舞/n(名词),503.0,416.0,13.0,72.0,32.0,0.06872051636825952,4.405867697523219,3.3049402599064304,0
lol帐号出售,lol/nx(其他) 帐号/n(名词) 出售/v(动词),64.0,,37.0,46.194584729021386,126.53171062793456,0.070901657,0.7517045156152985,0.11781631199008637,1
老虎机,老虎机/n(名词),155.0,391.0,122.0,86.0,133.0,0.019841288999999998,4.3542876233998795,3.56943980543735,1
qq炫舞手游,qq/n(名词) 炫舞/n(名词) 手游/n(名词),14372.0,34514.0,316.0,261.0,534.0,0.03946258053817377,4.4335303375752195,3.6844458048397004,0
股票股,股票/n(名词) 股/n(名词),58.0,327.0,2.0,30.0,169.0,0.009595511,2.71234621699024,3.47613124085399,1
mmm金融互助社区,mmm/nx(其他) 金融/n(名词) 互助/vn(其他) 社区/n(名词),129.0,76.0,19.0,14.0,6.0,0.079434855,1.09861228866811,0.0,1
金外投资,金/j(简称) 外/f(方位词) 投资/v(动词),56.0,,3.031289421705464,2.1991983684155287,-32.003811819898594,0.12062961,0.5003344160628113,0.11733290709793234,1
北京快三,北京/ns(地名) 快/a(形容词) 三/m(数词),595.0,192.0,145.0,4.0,13.0,0.21639010350952712,0.693147180559945,0.0,1
猕猴桃批发,猕猴桃/n(名词) 批发/vn(其他),60.0,62.0,8.0,13.0,7.0,0.006596315,2.59683386889756,1.8343719702816201,1
颜值高,颜值/n(名词) 高/a(形容词),325.0,1446.0,244.0,93.0,458.0,0.352770838,4.40273411310521,2.8714761180548702,0
青年机遇,青年/n(名词) 机遇/n(名词),639.0,691.0,1303.0,102.0,1032.0,0.20663083442291336,2.6348004161104503,1.1537419427010902,0
交友▄吃货,交友/v(动词) ▄/n(名词) 吃货/n(名词),185.0,,1.0,-12.934448904188729,138.97389073484138,0.323823366,0.10624279698325031,0.0741856640616863,1
有些话,有些/r(代词) 话/n(名词),72.0,2238.0,1.0,19.0,896.0,0.779915143,3.6211324627787,0.0,1
征信不良记录删除,征信/vn(其他) 不良/a(形容词) 记录/n(名词) 删除/v(动词),692.0,153.0,77.0,10.0,10.0,0.16871226336143197,0.0,0.0,0
心理部,心理部/n(名词),81.0,2244.0,145.34666592348313,72.0,20.0,0.164567484,4.2746357088165,3.09104245335831,1
期货开户,期货/n(名词) 开户/vn(其他),215.0,504.0,435.0,239.0,801.0,0.006969283000000001,4.92334498695117,4.6776526727759205,0
香港六合,香港/ns(地名) 六合/ns(地名),151.0,608.0,49.0,106.0,72.0,0.026747708,4.12672065947891,3.14180415921323,1
情缘,情缘/n(名词),235.0,39366.0,446.0,17919.0,5015.0,0.451698841,7.02858996392374,6.4583083876029095,1
重庆时时彩平台,重庆/ns(地名) 时时/d(副词) 彩/Ng(其他) 平台/n(名词),63.0,139.0,42.0,12.0,37.0,0.08644370900000001,0.500402423538188,0.0,1
足球篮球滚球体彩,足球/n(名词) 篮球/n(名词) 滚球/n(名词) 体彩/n(名词),340.0,,143.0,2.0,192.98481706967502,0.014807536999999999,0.0,0.0,1
执业医师,执业/vn(其他) 医师/n(名词),353.0,1106.0,919.0,606.0,848.0,0.037264181,4.66827094629231,3.9963097791941697,0
巴厘岛,巴厘岛/ns(地名),2413.0,1046.0,1623.0,300.0,353.0,0.15391132244095349,5.194041350755571,3.95007863446956,0
股票指导,股票/n(名词) 指导/vn(其他),310.0,523.0,610.0,177.0,356.0,0.007520325,4.16306234728815,4.58437820651497,0
85后,85/m(数词) 后/f(方位词),1719.0,687.0,997.0,210.0,277.0,0.06539838468291279,4.781002046315249,4.29408737233629,0
早盘股盘股,早盘股/n(名词) 盘/Ng(其他) 股/n(名词),103.0,,2.796091438584146,-13.149979462773803,12.472577930429308,0.12840959,0.29330309918660025,0.07722730406035552,1
独家,独家/d(副词),74.0,14661.0,212.0,11108.0,8948.0,0.12376200300000001,4.37792210076406,2.1705725037969597,1
德语,德语/n(名词),220.0,2471.0,286.0,475.0,664.0,0.050152648,5.493555709406509,4.38036318474193,0
设计装修建筑工程,设计/vn(其他) 装修/vn(其他) 建筑/vn(其他) 工程/n(名词),92.0,103.0,73.0,3.0,166.0,0.009938148,1.09861228866811,1.09861228866811,1
健康减肥,健康/ad(其他) 减肥/v(动词),489.0,2451.0,399.0,573.0,705.0,0.07428498378331827,4.84291796742107,4.37893600026099,0
乔布斯传,乔布斯/n(名词) 传/v(动词),738.0,3.0,340.0,20.001159367104407,179.13142828779553,0.13460746943663146,0.7619096139289402,0.150179188149802,1
塔罗,塔罗/n(名词),2207.0,1159.0,1067.0,388.0,459.0,0.19864946608920184,5.532090183459751,3.7394715266119904,0
会计职称,会计/n(名词) 职称/n(名词),1432.0,740.0,1838.0,516.0,685.0,0.11152420988606797,4.7909480039415495,3.94379740493137,0
go_购,go/nx(其他) _/w(标点) 购/Vg(其他),97.0,,12.0,15.889479167979744,-36.922663857708365,0.347302428,0.4317650564678615,0.06057313969790872,1
佛山,佛山/ns(地名),699.0,20684.0,2066.0,17077.0,11920.0,0.07942951845744475,7.1514776081946305,7.01562028240714,0
凤凰平台开户,凤凰/ns(地名) 平台/n(名词) 开户/vn(其他),73.0,125.0,23.0,1.0,24.0,0.01504036,0.0,0.0,1
翼虎,翼虎/nz(其他专名),328.0,661.0,300.0,388.0,431.0,0.041691125,4.74424392453111,3.99804224020931,0
开增值,开/v(动词) 增值/v(动词),209.0,211.0,46.0,41.0,95.0,0.051948917000000004,2.3223506201111097,2.6859453246697904,0
秘书部,秘书部/n(名词),172.0,9343.0,6.0,347.0,129.0,0.164567484,5.32285722018084,4.26868431427794,1
时间短,时间/n(名词) 短/a(形容词),71.0,446.0,36.0,2.0,201.0,0.39464335899999997,1.79175946922805,1.09861228866811,1
京东好评返现,京东/ns(地名) 好评/n(名词) 返现/n(名词),59.0,61.0,1.0,-2.6351945872993157,1.0,0.061241211,0.30365928779288087,0.06015388331270254,1
育儿护理,育儿/vn(其他) 护理/vn(其他),50.0,9.0,4.0,1.0,9.0,0.025900756,1.09861228866811,0.693147180559945,1
天猫赔钱特价,天猫/n(名词) 赔钱/v(动词) 特价/n(名词),61.0,59.0,2.0,2.0,2.0,0.014967734,1.38629436111989,0.0,1
考研资料,考研/v(动词) 资料/n(名词),1045.0,3695.0,2553.0,1112.0,4684.0,0.17512176224886294,4.85485856481243,5.06485536873224,0
互联网创业加盟,互联网/n(名词) 创业/v(动词) 加盟/v(动词),60.0,3.0,12.0,2.0,7.0,0.052563180999999994,0.693147180559945,0.0,1
白领,白领/b(其他),13705.0,8016.0,12638.0,1222.0,2436.0,0.154090328135725,5.92776052880545,5.5813297900432595,1
金刚菩提,金刚/nr(其他) 菩提/n(名词),324.0,337.0,430.0,163.0,228.0,0.021742171,3.93647309867732,3.29343487198668,0
深圳信用卡套现,深圳/ns(地名) 信用卡/n(名词) 套现/v(动词),159.0,27.0,10.0,6.0,7.0,0.0042698070000000005,1.3321790402101201,0.0,1
重庆时时彩网赚,重庆/ns(地名) 时时/d(副词) 彩/Ng(其他) 网赚/n(名词),153.0,113.0,6.0,7.0,23.0,0.015496383,1.00271826451752,0.0,1
st股,st/nx(其他) 股/n(名词),71.0,21.0,17.0,4.0,12.0,0.10839829999999999,1.05492016798614,0.0,1
知音漫客,知音/n(名词) 漫客/n(名词),236.0,416.0,589.0,210.0,253.0,0.421415198,4.90682331778072,3.3561195780458997,0
淘宝代刷信誉,淘宝/n(名词) 代刷/n(名词) 信誉/n(名词),83.0,96.0,21.0,22.0,50.0,0.037331614,2.67795000336388,1.79175946922805,1
麻将外挂辅助,麻将/n(名词) 外挂/v(动词) 辅助/vn(其他),175.0,115.0,4.0,6.0,3.0,0.080419057,1.38629436111989,0.0,1
票据,票据/n(名词),69.0,1465.0,121.0,641.0,691.0,0.030206498,5.43067352880952,4.59770276342208,1
奥迪q3,奥迪/n(名词) q3/nx(其他),507.0,187.0,82.0,150.0,131.0,0.16043145541507078,4.35227857770412,3.7720955417034197,0
奥迪q2,奥迪/n(名词) q2/nx(其他),105.0,11.0,7.0,5.0,9.0,0.012965826000000001,2.1383330595080303,1.6094379124341003,1
对戏,对戏/n(名词),188.0,969.0,323.0,91.0,843.0,0.164567484,4.95476877198647,3.45393740733992,0
奥迪q7,奥迪/n(名词) q7/nx(其他),420.0,117.0,48.0,47.0,41.0,0.06249656245183869,3.7583029522903297,2.90994857385409,0
小兵,小兵/n(名词),180.0,3255.0,120.0,470.0,338.0,0.169508863,5.7522782456542805,4.806599359570179,0
奥迪q8,奥迪/n(名词) q8/nx(其他),103.0,2.0,5.0,-6.377207886205282,3.0,0.012965826000000001,0.39132994982429126,0.2788387369466157,1
早教资料免费下载,早教/j(简称) 资料/n(名词) 免费/vd(趋向动词) 下载/v(动词),108.0,685.0,0.6064606100132608,1.0,1.0,0.046853309,0.0,0.0,1
天蝎座,天蝎座/n(名词),5892.0,1620.0,2179.0,375.0,615.0,0.23444876778732726,5.428013942383259,3.87006817890419,0
考试答案,考试/vn(其他) 答案/n(名词),50.0,1185.0,24.0,144.0,190.0,0.130787373,3.9004571431342,2.98957330928626,1
抗痘,抗痘/v(动词),1637.0,59.0,843.0,4.0,13.0,0.2197245653688255,1.38629436111989,0.693147180559945,1
保健按摩,保健/n(名词) 按摩/vn(其他),323.0,3569.0,32.0,48.0,60.0,0.125266084,4.33030340931208,3.5793889637346803,0
产权,产权/n(名词),3388.0,1946.0,5267.0,1279.0,1518.0,0.1900164528055407,4.6152952291530305,3.7773549465022795,0
手帐,手帐/n(名词),204.0,956.0,578.0,665.0,698.0,0.164567484,5.6265231749324505,4.9531636189398895,0
土建,土建/n(名词),385.0,6963.0,1532.0,2534.0,2825.0,0.027847687000000003,6.203468130780379,5.5060769333897195,0
畜牧学,畜牧学/n(名词),54.0,85.0,3.0,5.0,4.0,0.020007617,2.5649493574615403,1.79175946922805,1
恒大净月公馆,恒大/n(名词) 净月/n(名词) 公馆/n(名词),53.0,3.0,24.0,3.0,8.230196569454971,0.076413998,0.693147180559945,0.0,1
狮子座,狮子座/n(名词),5752.0,1942.0,1968.0,438.0,663.0,0.16888090876602058,5.47742652852349,4.33301523841325,0
代办银行卡3,代办/v(动词) 银行卡/n(名词) 3/m(数词),72.0,,6.9122675939008245,81.14854546227456,387.14682190286766,0.037433361,1.5523732141886477,1.1028471611462658,1
代办银行卡2,代办/v(动词) 银行卡/n(名词) 2/m(数词),78.0,,199.97738627885536,136.2968997859062,365.9725479802001,0.030603626000000002,0.11757314359772086,0.27913236910876066,1
代办银行卡1,代办/v(动词) 银行卡/n(名词) 1/m(数词),75.0,2.0,6.277499994269988,29.87507682549668,29.213970314973626,0.025945812999999998,0.9034825983019894,0.5496169341968887,1
代办银行卡5,代办/v(动词) 银行卡/n(名词) 5/m(数词),68.0,,20.397581465158705,-2.324078951311878,-15.792400483502076,0.042030628,0.09625271093004449,0.10859843554474541,1
代办银行卡4,代办/v(动词) 银行卡/n(名词) 4/m(数词),68.0,,49.41390426026494,-43.05091557577699,-21.537487028047973,0.037160742999999996,0.4288038859139409,0.07719820573575302,1
健身器材出售,健身/vn(其他) 器材/n(名词) 出售/v(动词),95.0,,4.0,30.22319367119784,21.962741984728638,0.033631037,1.2390602337230963,1.1736117845212175,1
国产片,国产/b(其他) 片/Ng(其他),214.0,200.0,30.0,46.0,52.0,0.179955857,3.26612260313653,2.0982737395252498,0
淘宝放单1,淘宝/n(名词) 放/v(动词) 单/b(其他) 1/m(数词),83.0,122.0,21.0,3.0,3.7694967108004813,0.081601934,0.562335144618808,0.0,1
衣食住行,衣食住行/i(习语),185.0,783.0,169.0,134.0,781.0,0.217170009,5.0135535836860905,4.20292448566225,0
甜品,甜品/n(名词),3747.0,2587.0,1797.0,778.0,967.0,0.1303528783152743,5.78903068008751,4.83066047798621,0
孕妇备孕,孕妇/n(名词) 备孕/n(名词),74.0,336.0,5.0,88.0,610.0,0.064031907,3.4538570047838197,3.1561709042426402,1
苍井空,苍井空/nr(其他),108.0,686.0,182.0,138.0,120.0,0.117826001,4.947914826161631,3.7782189452504396,1
好股,好/a(形容词) 股/n(名词),208.0,1488.0,76.0,98.0,416.0,0.415467651,4.353859994510951,3.61681175440256,0
心灵鸡汤,心灵/n(名词) 鸡汤/n(名词),201.0,1172.0,286.0,224.0,303.0,0.260076039,4.99473878928785,3.64156009467598,0
师范,师范/n(名词),184.0,62429.0,287.0,3887.0,2599.0,0.152057957,6.607335754521871,6.00463104810259,0
杭州,杭州/ns(地名),1670.0,54493.0,3769.0,35825.0,25094.0,0.12846196448686903,7.477076039733469,7.4573904107745195,0
手机软件,手机/n(名词) 软件/n(名词),177.0,1012.0,401.0,390.0,721.0,0.020644676,4.82674104193633,4.34369904613925,0
自然风光,自然/n(名词) 风光/n(名词),11581.0,187.0,8554.0,11.0,214.0,0.24255483435782924,2.84648038613487,1.74786809746676,0
盗墓,盗墓/v(动词),177.0,1825.0,316.0,564.0,593.0,0.039178809,6.08181338369514,4.85207394608743,0
总经理,总经理/n(名词),178.0,1826.0,240.0,281.0,858.0,0.116727096,4.90319921962176,4.26726409148522,0
语言胎教,语言/n(名词) 胎教/n(名词),89.0,63.0,19.0,6.698799211847641,12.0,0.016390214,1.2238115790327087,0.25289014020934425,1
私募主力,私募/a(形容词) 主力/n(名词),1801.0,62.0,2497.0,72.0,29.0,0.08263495670076708,3.5633796573251004,3.69825457954444,0
互联网营销,互联网/n(名词) 营销/vn(其他),201.0,550.0,400.0,190.0,327.0,0.028478552,4.41953603016085,4.25843049776546,0
脑洞,脑洞/n(名词),201.0,2310.0,296.0,379.0,989.0,0.164567484,6.157872051451941,4.936488368834589,1
微交易招商群,微交易/n(名词) 招商/vn(其他) 群/Ng(其他),161.0,50.0,9.0,28.0,4.0,0.268706713,2.1383330595080303,1.3296613488547602,1
东风裕隆,东风/ns(地名) 裕隆/nt(其他),55.0,50.0,11.0,8.0,11.0,0.038035823999999996,2.41019420936877,0.867563228481461,1
免费代理,免费/vd(趋向动词) 代理/v(动词),211.0,1545.0,381.0,380.0,889.0,0.126946927,5.46849880324824,4.82010028232527,0
杭州银行,杭州/ns(地名) 银行/n(名词),149.0,141.0,2.0,22.0,12.0,0.009390352,3.6012364369992205,3.04284548781654,1
共勉,共勉/v(动词),171.0,6442.0,139.0,492.0,3464.0,0.728307635,5.77340362230063,5.20029451440347,0
律师▄支持腾讯,律师/n(名词) ▄/n(名词) 支持/v(动词) 腾讯/nz(其他专名),1093.0,,1.0,2.8379842824089483,7.551966133026268,0.14488754200282225,0.9821619746834817,0.1188218969822456,1
猪猪,猪猪/n(名词),89.0,29853.0,72.0,4166.0,1464.0,0.15218220400000002,5.8556596897168305,4.70333385282408,1
买卡,买/v(动词) 卡/n(名词),52.0,571.0,6.0,16.0,254.0,0.157014197,3.6645237205289702,2.6390573296152597,1
办指定姓名银行卡,办/v(动词) 指定/v(动词) 姓名/n(名词) 银行卡/n(名词),57.0,7.0,-0.7434001405899221,2.5170614721255054,-78.8092044912549,0.307097795,0.9079676096798246,0.06176113962817097,1
新手抄底,新手/n(名词) 抄底/v(动词),60.0,1.0,41.0,19.064706684590107,334.154876700653,0.043940828,0.9430294996267233,0.1310715273024228,1
切线理论,切线/n(名词) 理论/n(名词),101.0,1.0,73.0,-140.92631145991282,-14.010493753573918,0.029941915,0.3047098202499311,0.22025290298264433,1
鲜花园艺,鲜花/n(名词) 园艺/n(名词),3381.0,3.0,2725.0,2.0,1.0,0.2129276865691836,1.6094379124341003,0.693147180559945,1
社会工招聘,社会/n(名词) 工/n(名词) 招聘/v(动词),96.0,6.0,3.0,4.0,4.0,0.062074924000000004,1.9061547465398503,1.38629436111989,1
刷金币,刷/v(动词) 金币/n(名词),23512.0,584.0,8040.0,226.0,397.0,0.15201873513727554,4.31005818294428,3.45824507071599,0
美眉,美眉/n(名词),625.0,12829.0,343.0,981.0,2805.0,0.17852037248744665,6.3355041463143005,5.10305402063731,1
pk10计划,pk/nx(其他) 10/m(数词) 计划/n(名词),114.0,224.0,32.0,21.0,15.0,0.168797217,2.76164263406667,1.9730014063936103,1
男演员,男/b(其他) 演员/n(名词),12419.0,237.0,5158.0,10.0,545.0,0.17953405718380405,2.88616517819943,2.1639556568820604,0
喊单交流,喊/v(动词) 单/b(其他) 交流/vn(其他),252.0,624.0,181.0,355.0,271.0,0.282729526,4.01259953828916,3.78839409101767,0
装修票装饰票,装修票/n(名词) 装饰/n(名词) 票/n(名词),105.0,7.0,-3.0623515758862814,1.0,2.0,0.03146584,0.0,0.0,1
款姐包养,款/n(名词) 姐/n(名词) 包养/v(动词),103.0,,7.743309515084845,19.541381693017886,145.02613574528033,0.35688658100000004,2.192335063751496,0.7269850481169705,1
西班牙红酒,西班牙/ns(地名) 红酒/n(名词),71.0,18.0,20.0,4.0,6.0,0.034287021,1.6094379124341003,0.693147180559945,1
体育投注,体育/n(名词) 投注/v(动词),140.0,188.0,20.0,23.0,86.0,0.042993835,2.78269467240392,2.64053407161574,1
福州中科白癜风,福州/ns(地名) 中科/j(简称) 白癜风/n(名词),216.0,345.0,106.0,3.0,54.0,0.01176039,1.38629436111989,0.0,1
穴位,穴位/n(名词),929.0,333.0,846.0,119.0,292.0,0.14557560617165918,4.5370626942303,3.2557512271642404,0
甘肃白癜风,甘肃/ns(地名) 白癜风/n(名词),327.0,17.0,6.0,1.0,-1.7457603631497718,0.027592494,0.693147180559945,0.0,1
伊瞳,伊瞳/n(名词),50.0,70.0,88.0,8.0,25.0,0.164567484,2.83071340375463,1.38629436111989,1
开钢材票,开/v(动词) 钢材/n(名词) 票/n(名词),54.0,31.0,9.0,5.0,3.0,0.01628465,1.09861228866811,1.09861228866811,1
300英雄,300/m(数词) 英雄/n(名词),1628.0,2113.0,5869.0,2020.0,1887.0,0.1659447598951851,6.1620725624407395,5.08953700310779,0
娱乐交流,娱乐/vn(其他) 交流/vn(其他),249.0,7972.0,505.0,5204.0,3526.0,0.42789874899999997,5.71365131278443,6.53629837145105,1
风朗,风/n(名词) 朗/Ag(其他),174.0,99.0,21.0,12.0,17.0,0.16690327900000002,2.61349896600362,2.10124354767003,0
公积金提取,公积金/n(名词) 提取/v(动词),191.0,433.0,348.0,373.0,282.0,0.065974041,4.70366150076945,4.506925841271861,0
ds4,ds4/nx(其他),99.0,62.0,15.0,4.0,11.0,0.38317389399999996,2.6156305770275496,1.79175946922805,1
民主,民主/a(形容词),255.0,9042.0,372.0,1113.0,7425.0,0.554100213,5.04586852019686,2.8680727618693704,1
ds3,ds3/nx(其他),98.0,64.0,15.0,4.0,11.0,0.38317389399999996,2.02532622077007,1.03972077083992,1
安ྉ徽ྉ快ྉ三,安徽/ns(地名) 快/a(形容词) 三/m(数词),56.0,27.0,11.0,4.0,4.0,0.12872518701144978,0.0,0.0,1
网赚项目,网赚/n(名词) 项目/n(名词),1078.0,2626.0,1442.0,1715.0,1849.0,0.14966859878868524,4.58870017208674,4.91636848488653,0
成功缩阴经验,成功/ad(其他) 缩阴/v(动词) 经验/n(名词),61.0,,42.68864849928991,22.150734041103988,154.94699222556147,0.14854589,1.367980992128731,-0.05649065420420352,1
南京文交所,南京/ns(地名) 文交所/n(名词),164.0,308.0,258.0,176.0,233.0,0.035098176,4.1452619158159605,3.6254132196985798,0
生活娱乐,生活/vn(其他) 娱乐/vn(其他),539.0,3557.0,916.0,942.0,1646.0,0.03599870487663919,4.97507281831303,5.472725562821441,0
金折800,金/j(简称) 折/v(动词) 800/m(数词),79.0,,2.0,7.505177502018044,-66.54182139728567,0.273882004,1.9710899018852632,0.9007776493266698,1
